_id,index,stageIds,gameId,createdAt,data.context,data.repNum,data.blockNum,data.trialNum,data.numPlayers,data.chat,data.submitted,data.player_DcFGZXX2uqjnZ2g8i_response,data.player_DcFGZXX2uqjnZ2g8i_time,data.player_DcFGZXX2uqjnZ2g8i_utility,data.player_GnFQtx3d8goxbppug_response,data.player_GnFQtx3d8goxbppug_time,data.player_GnFQtx3d8goxbppug_utility,data.player_h3BnPjtKpH25c4rJJ_response,data.player_h3BnPjtKpH25c4rJJ_time,data.player_h3BnPjtKpH25c4rJJ_utility,data.player_DBPYotG84twbs28cA_response,data.player_DBPYotG84twbs28cA_time,data.player_DBPYotG84twbs28cA_utility,data.player_GZf3sgPEDZRPBAq2g_response,data.player_GZf3sgPEDZRPBAq2g_time,data.player_GZf3sgPEDZRPBAq2g_utility,data.player_ayoSwSqwEGhdMPzKP_response,data.player_ayoSwSqwEGhdMPzKP_time,data.player_ayoSwSqwEGhdMPzKP_utility,data.player_KxzkpXKp3QQLfJP9w_response,data.player_KxzkpXKp3QQLfJP9w_time,data.player_KxzkpXKp3QQLfJP9w_utility,data.player_nQfzn97DdvTS7tsty_response,data.player_nQfzn97DdvTS7tsty_time,data.player_nQfzn97DdvTS7tsty_utility,data.player_peki9E7atEoKbfMWL_response,data.player_peki9E7atEoKbfMWL_time,data.player_peki9E7atEoKbfMWL_utility,data.player_3qkYYqkffyCP6eXBr_response,data.player_3qkYYqkffyCP6eXBr_time,data.player_3qkYYqkffyCP6eXBr_utility,data.player_EzjNcKdaF8rEss7Zv_response,data.player_EzjNcKdaF8rEss7Zv_time,data.player_EzjNcKdaF8rEss7Zv_utility,data.player_X86yAP27wJbYducqQ_response,data.player_X86yAP27wJbYducqQ_time,data.player_X86yAP27wJbYducqQ_utility,data.player_2AJseKMndxJnYJgHW_response,data.player_2AJseKMndxJnYJgHW_time,data.player_2AJseKMndxJnYJgHW_utility,data.player_pKp4apB64GSFYwhYq_response,data.player_pKp4apB64GSFYwhYq_time,data.player_pKp4apB64GSFYwhYq_utility,data.player_vTxzBRyWQMW92FNuL_response,data.player_vTxzBRyWQMW92FNuL_time,data.player_vTxzBRyWQMW92FNuL_utility,data.player_LKcz3u3hXKh6DWA8X_response,data.player_LKcz3u3hXKh6DWA8X_time,data.player_LKcz3u3hXKh6DWA8X_utility,data.player_XxGsq9a7QAZzTLn3C_response,data.player_XxGsq9a7QAZzTLn3C_time,data.player_XxGsq9a7QAZzTLn3C_utility,data.player_crS7fos5rMRKue3MJ_response,data.player_crS7fos5rMRKue3MJ_time,data.player_crS7fos5rMRKue3MJ_utility,data.player_44NPsFeeBd4vCXTKd_response,data.player_44NPsFeeBd4vCXTKd_time,data.player_44NPsFeeBd4vCXTKd_utility,data.player_85kpNkvhJAxZ9pTGr_response,data.player_85kpNkvhJAxZ9pTGr_time,data.player_85kpNkvhJAxZ9pTGr_utility,data.player_fRunndidTECXQDY2T_response,data.player_fRunndidTECXQDY2T_time,data.player_fRunndidTECXQDY2T_utility,data.player_383mdenaHN6Aus3St_response,data.player_383mdenaHN6Aus3St_time,data.player_383mdenaHN6Aus3St_utility,data.player_ecK2h4KP26SDj2pSZ_response,data.player_ecK2h4KP26SDj2pSZ_time,data.player_ecK2h4KP26SDj2pSZ_utility,data.player_jqTqgm9cDjDAZbNgm_response,data.player_jqTqgm9cDjDAZbNgm_time,data.player_jqTqgm9cDjDAZbNgm_utility,data.player_SmzfzMR63pgjFphap_response,data.player_SmzfzMR63pgjFphap_time,data.player_SmzfzMR63pgjFphap_utility,data.player_pdW4RbKqxNKjRYBbB_response,data.player_pdW4RbKqxNKjRYBbB_time,data.player_pdW4RbKqxNKjRYBbB_utility,data.player_teb4REqBrQGxfc6rL_response,data.player_teb4REqBrQGxfc6rL_time,data.player_teb4REqBrQGxfc6rL_utility,data.player_8HwktFXyNF6iFJLCm_response,data.player_8HwktFXyNF6iFJLCm_time,data.player_8HwktFXyNF6iFJLCm_utility,data.player_Ytje2QHEbkHRTjguF_response,data.player_Ytje2QHEbkHRTjguF_time,data.player_Ytje2QHEbkHRTjguF_utility,data.player_zjzAXhKpQGgJSzWoH_response,data.player_zjzAXhKpQGgJSzWoH_time,data.player_zjzAXhKpQGgJSzWoH_utility,data.player_4S7LxExG3gRWyaLP6_response,data.player_4S7LxExG3gRWyaLP6_time,data.player_4S7LxExG3gRWyaLP6_utility,data.player_WjfNL6QovY7HP3RoM_response,data.player_WjfNL6QovY7HP3RoM_time,data.player_WjfNL6QovY7HP3RoM_utility,data.player_zmPtgNPtx73XMyCQf_response,data.player_zmPtgNPtx73XMyCQf_time,data.player_zmPtgNPtx73XMyCQf_utility,data.player_BNgEsca4w2e7tPEyp_response,data.player_BNgEsca4w2e7tPEyp_time,data.player_BNgEsca4w2e7tPEyp_utility,data.player_CvuWNByrnNe9BfBgK_response,data.player_CvuWNByrnNe9BfBgK_time,data.player_CvuWNByrnNe9BfBgK_utility,data.player_c5kxnbQPFNfBQHf7a_response,data.player_c5kxnbQPFNfBQHf7a_time,data.player_c5kxnbQPFNfBQHf7a_utility,data.player_5spsciHvJWK9Ce7aG_response,data.player_5spsciHvJWK9Ce7aG_time,data.player_5spsciHvJWK9Ce7aG_utility,data.player_LTvCaj4BhMws6MSQL_response,data.player_LTvCaj4BhMws6MSQL_time,data.player_LTvCaj4BhMws6MSQL_utility,data.player_ph3jbF9KXu4EvgzjJ_response,data.player_ph3jbF9KXu4EvgzjJ_time,data.player_ph3jbF9KXu4EvgzjJ_utility,data.player_7rnuZWGmiFrLQct4J_response,data.player_7rnuZWGmiFrLQct4J_time,data.player_7rnuZWGmiFrLQct4J_utility,data.player_jfcNgFomXZXzLQRBe_response,data.player_jfcNgFomXZXzLQRBe_time,data.player_jfcNgFomXZXzLQRBe_utility,data.player_oohs6BwF7DckyHYRj_response,data.player_oohs6BwF7DckyHYRj_time,data.player_oohs6BwF7DckyHYRj_utility,data.player_8zn83WbR6AuaGsfH4_response,data.player_8zn83WbR6AuaGsfH4_time,data.player_8zn83WbR6AuaGsfH4_utility,data.player_Kr4qHukT5FG3G2xb2_response,data.player_Kr4qHukT5FG3G2xb2_time,data.player_Kr4qHukT5FG3G2xb2_utility,data.player_a2q3a5NZ2YSdAoQgG_response,data.player_a2q3a5NZ2YSdAoQgG_time,data.player_a2q3a5NZ2YSdAoQgG_utility
JJJC4ExMEZacBt4nd,1,"mHsuJkbPofYhRMyba,AXsiQzQRjjXtRdpxe",p2kTCcty5EB2qCePM,2021-08-20T19:12:47Z,"{""yellow_10"":{""label"":""yellow_10"",""location"":""/experiment/yellow_similar/image_06298.jpg"",""utility"":1,""utility_image"":""/experiment/prop_bars/1.png"",""blinded"":""BNgEsca4w2e7tPEyp""},""yellow_12"":{""label"":""yellow_12"",""location"":""/experiment/yellow_similar/image_06676.jpg"",""utility"":9,""utility_image"":""/experiment/prop_bars/9.png"",""blinded"":""CvuWNByrnNe9BfBgK""},""yellow_11"":{""label"":""yellow_11"",""location"":""/experiment/yellow_similar/image_06354.jpg"",""utility"":6,""utility_image"":""/experiment/prop_bars/6.png"",""blinded"":""c5kxnbQPFNfBQHf7a""},""yellow_4"":{""label"":""yellow_4"",""location"":""/experiment/yellow_similar/image_03709.jpg"",""utility"":10,""utility_image"":""/experiment/prop_bars/10.png"",""blinded"":""BNgEsca4w2e7tPEyp""},""yellow_9"":{""label"":""yellow_9"",""location"":""/experiment/yellow_similar/image_05700.jpg"",""utility"":7,""utility_image"":""/experiment/prop_bars/7.png"",""blinded"":""CvuWNByrnNe9BfBgK""},""yellow_2"":{""label"":""yellow_2"",""location"":""/experiment/yellow_similar/image_01753.jpg"",""utility"":5,""utility_image"":""/experiment/prop_bars/5.png"",""blinded"":""c5kxnbQPFNfBQHf7a""}}",1,0,1,3,"{""text"":null,""playerId"":""CvuWNByrnNe9BfBgK"",""type"":""selectionAlert"",""time"":1629486780408},{""text"":null,""playerId"":""c5kxnbQPFNfBQHf7a"",""type"":""selectionAlert"",""time"":1629486783356},{""text"":null,""playerId"":""BNgEsca4w2e7tPEyp"",""type"":""selectionAlert"",""time"":1629486785837}",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yellow_11,5440,6,yellow_4,13,10,yellow_9,2958,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
LsDoRKn2nSHGes6ej,2,"M7qXR6DYbH4BNA2Sb,ivueEihLBkkb97YPz",p2kTCcty5EB2qCePM,2021-08-20T19:12:47Z,"{""yellow_1"":{""label"":""yellow_1"",""location"":""/experiment/yellow_similar/image_01220.jpg"",""utility"":5,""utility_image"":""/experiment/prop_bars/5.png"",""blinded"":""BNgEsca4w2e7tPEyp""},""yellow_9"":{""label"":""yellow_9"",""location"":""/experiment/yellow_similar/image_05700.jpg"",""utility"":8,""utility_image"":""/experiment/prop_bars/8.png"",""blinded"":""CvuWNByrnNe9BfBgK""},""yellow_12"":{""label"":""yellow_12"",""location"":""/experiment/yellow_similar/image_06676.jpg"",""utility"":12,""utility_image"":""/experiment/prop_bars/12.png"",""blinded"":""c5kxnbQPFNfBQHf7a""},""yellow_5"":{""label"":""yellow_5"",""location"":""/experiment/yellow_similar/image_04078.jpg"",""utility"":2,""utility_image"":""/experiment/prop_bars/2.png"",""blinded"":""BNgEsca4w2e7tPEyp""},""yellow_4"":{""label"":""yellow_4"",""location"":""/experiment/yellow_similar/image_03709.jpg"",""utility"":4,""utility_image"":""/experiment/prop_bars/4.png"",""blinded"":""CvuWNByrnNe9BfBgK""},""yellow_2"":{""label"":""yellow_2"",""location"":""/experiment/yellow_similar/image_01753.jpg"",""utility"":1,""utility_image"":""/experiment/prop_bars/1.png"",""blinded"":""c5kxnbQPFNfBQHf7a""}}",2,0,2,3,"{""text"":null,""playerId"":""CvuWNByrnNe9BfBgK"",""type"":""selectionAlert"",""time"":1629486793199},{""text"":null,""playerId"":""c5kxnbQPFNfBQHf7a"",""type"":""selectionAlert"",""time"":1629486797467},{""text"":null,""playerId"":""BNgEsca4w2e7tPEyp"",""type"":""selectionAlert"",""time"":1629486797314}",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yellow_1,3952,5,yellow_12,-160,12,yellow_9,4105,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
gR2fhKBxCcDsKTQgn,3,"bs4sGTuMbzRPJJuYy,LJyRwEsdHygh2GHEB",p2kTCcty5EB2qCePM,2021-08-20T19:12:47Z,"{""yellow_12"":{""label"":""yellow_12"",""location"":""/experiment/yellow_similar/image_06676.jpg"",""utility"":8,""utility_image"":""/experiment/prop_bars/8.png"",""blinded"":""BNgEsca4w2e7tPEyp""},""yellow_10"":{""label"":""yellow_10"",""location"":""/experiment/yellow_similar/image_06298.jpg"",""utility"":2,""utility_image"":""/experiment/prop_bars/2.png"",""blinded"":""CvuWNByrnNe9BfBgK""},""yellow_8"":{""label"":""yellow_8"",""location"":""/experiment/yellow_similar/image_04982.jpg"",""utility"":3,""utility_image"":""/experiment/prop_bars/3.png"",""blinded"":""c5kxnbQPFNfBQHf7a""},""yellow_4"":{""label"":""yellow_4"",""location"":""/experiment/yellow_similar/image_03709.jpg"",""utility"":6,""utility_image"":""/experiment/prop_bars/6.png"",""blinded"":""BNgEsca4w2e7tPEyp""},""yellow_7"":{""label"":""yellow_7"",""location"":""/experiment/yellow_similar/image_04667.jpg"",""utility"":10,""utility_image"":""/experiment/prop_bars/10.png"",""blinded"":""CvuWNByrnNe9BfBgK""},""yellow_2"":{""label"":""yellow_2"",""location"":""/experiment/yellow_similar/image_01753.jpg"",""utility"":1,""utility_image"":""/experiment/prop_bars/1.png"",""blinded"":""c5kxnbQPFNfBQHf7a""}}",3,0,3,3,"{""text"":null,""playerId"":""CvuWNByrnNe9BfBgK"",""type"":""selectionAlert"",""time"":1629486804617},{""text"":null,""playerId"":""c5kxnbQPFNfBQHf7a"",""type"":""selectionAlert"",""time"":1629486806742},{""text"":null,""playerId"":""BNgEsca4w2e7tPEyp"",""type"":""selectionAlert"",""time"":1629486807132}",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yellow_12,2593,2,yellow_12,79,2,yellow_7,2201,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrjASqSNTBNJS4tCv,4,"26KSfpfNLoEvukoKq,XLW27K8Ra2ETwfF8C",p2kTCcty5EB2qCePM,2021-08-20T19:12:47Z,"{""yellow_9"":{""label"":""yellow_9"",""location"":""/experiment/yellow_similar/image_05700.jpg"",""utility"":3,""utility_image"":""/experiment/prop_bars/3.png"",""blinded"":""BNgEsca4w2e7tPEyp""},""yellow_5"":{""label"":""yellow_5"",""location"":""/experiment/yellow_similar/image_04078.jpg"",""utility"":7,""utility_image"":""/experiment/prop_bars/7.png"",""blinded"":""CvuWNByrnNe9BfBgK""},""yellow_12"":{""label"":""yellow_12"",""location"":""/experiment/yellow_similar/image_06676.jpg"",""utility"":8,""utility_image"":""/experiment/prop_bars/8.png"",""blinded"":""c5kxnbQPFNfBQHf7a""},""yellow_10"":{""label"":""yellow_10"",""location"":""/experiment/yellow_similar/image_06298.jpg"",""utility"":12,""utility_image"":""/experiment/prop_bars/12.png"",""blinded"":""BNgEsca4w2e7tPEyp""},""yellow_1"":{""label"":""yellow_1"",""location"":""/experiment/yellow_similar/image_01220.jpg"",""utility"":5,""utility_image"":""/experiment/prop_bars/5.png"",""blinded"":""CvuWNByrnNe9BfBgK""},""yellow_8"":{""label"":""yellow_8"",""location"":""/experiment/yellow_similar/image_04982.jpg"",""utility"":2,""utility_image"":""/experiment/prop_bars/2.png"",""blinded"":""c5kxnbQPFNfBQHf7a""}}",4,0,4,3,"{""text"":null,""playerId"":""CvuWNByrnNe9BfBgK"",""type"":""selectionAlert"",""time"":1629486814411},{""text"":null,""playerId"":""c5kxnbQPFNfBQHf7a"",""type"":""selectionAlert"",""time"":1629486815949},{""text"":null,""playerId"":""BNgEsca4w2e7tPEyp"",""type"":""selectionAlert"",""time"":1629486815395}",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yellow_1,1018,5,yellow_10,37,2,yellow_10,1571,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kn3ZwPwnpHbBfNLjy,5,"p5DPdnKFJHpEWwt4B,km34H5CxKcJDdPPSA",p2kTCcty5EB2qCePM,2021-08-20T19:12:47Z,"{""yellow_5"":{""label"":""yellow_5"",""location"":""/experiment/yellow_similar/image_04078.jpg"",""utility"":1,""utility_image"":""/experiment/prop_bars/1.png"",""blinded"":""BNgEsca4w2e7tPEyp""},""yellow_4"":{""label"":""yellow_4"",""location"":""/experiment/yellow_similar/image_03709.jpg"",""utility"":5,""utility_image"":""/experiment/prop_bars/5.png"",""blinded"":""CvuWNByrnNe9BfBgK""},""yellow_1"":{""label"":""yellow_1"",""location"":""/experiment/yellow_similar/image_01220.jpg"",""utility"":3,""utility_image"":""/experiment/prop_bars/3.png"",""blinded"":""c5kxnbQPFNfBQHf7a""},""yellow_8"":{""label"":""yellow_8"",""location"":""/experiment/yellow_similar/image_04982.jpg"",""utility"":12,""utility_image"":""/experiment/prop_bars/12.png"",""blinded"":""BNgEsca4w2e7tPEyp""},""yellow_7"":{""label"":""yellow_7"",""location"":""/experiment/yellow_similar/image_04667.jpg"",""utility"":9,""utility_image"":""/experiment/prop_bars/9.png"",""blinded"":""CvuWNByrnNe9BfBgK""},""yellow_9"":{""label"":""yellow_9"",""location"":""/experiment/yellow_similar/image_05700.jpg"",""utility"":4,""utility_image"":""/experiment/prop_bars/4.png"",""blinded"":""c5kxnbQPFNfBQHf7a""}}",5,0,5,3,"{""text"":null,""playerId"":""CvuWNByrnNe9BfBgK"",""type"":""selectionAlert"",""time"":1629486823859},{""text"":null,""playerId"":""c5kxnbQPFNfBQHf7a"",""type"":""selectionAlert"",""time"":1629486825582},{""text"":null,""playerId"":""BNgEsca4w2e7tPEyp"",""type"":""selectionAlert"",""time"":1629486825595}",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yellow_8,2226,12,yellow_9,491,4,yellow_7,2211,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
ivFaistKewauZTh93,6,"owHDD3WanKTGALJKn,dEnm9Qe8GGhe3j4KC",p2kTCcty5EB2qCePM,2021-08-20T19:12:47Z,"{""yellow_7"":{""label"":""yellow_7"",""location"":""/experiment/yellow_similar/image_04667.jpg"",""utility"":2,""utility_image"":""/experiment/prop_bars/2.png"",""blinded"":""BNgEsca4w2e7tPEyp""},""yellow_8"":{""label"":""yellow_8"",""location"":""/experiment/yellow_similar/image_04982.jpg"",""utility"":12,""utility_image"":""/experiment/prop_bars/12.png"",""blinded"":""CvuWNByrnNe9BfBgK""},""yellow_12"":{""label"":""yellow_12"",""location"":""/experiment/yellow_similar/image_06676.jpg"",""utility"":4,""utility_image"":""/experiment/prop_bars/4.png"",""blinded"":""c5kxnbQPFNfBQHf7a""},""yellow_5"":{""label"":""yellow_5"",""location"":""/experiment/yellow_similar/image_04078.jpg"",""utility"":1,""utility_image"":""/experiment/prop_bars/1.png"",""blinded"":""BNgEsca4w2e7tPEyp""},""yellow_9"":{""label"":""yellow_9"",""location"":""/experiment/yellow_similar/image_05700.jpg"",""utility"":9,""utility_image"":""/experiment/prop_bars/9.png"",""blinded"":""CvuWNByrnNe9BfBgK""},""yellow_1"":{""label"":""yellow_1"",""location"":""/experiment/yellow_similar/image_01220.jpg"",""utility"":7,""utility_image"":""/experiment/prop_bars/7.png"",""blinded"":""c5kxnbQPFNfBQHf7a""}}",0,1,6,3,"{""text"":null,""playerId"":""CvuWNByrnNe9BfBgK"",""type"":""selectionAlert"",""time"":1629486832993},{""text"":null,""playerId"":""BNgEsca4w2e7tPEyp"",""type"":""selectionAlert"",""time"":1629486835002},{""text"":null,""playerId"":""c5kxnbQPFNfBQHf7a"",""type"":""selectionAlert"",""time"":1629486837107}",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yellow_9,1626,2,yellow_1,-379,7,yellow_9,3731,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
aaKRpoQTiTSsSns5a,7,"Bq8FfhqNJN8QoBGFj,jc3EZFEjTSwAt9Z82",p2kTCcty5EB2qCePM,2021-08-20T19:12:47Z,"{""yellow_8"":{""label"":""yellow_8"",""location"":""/experiment/yellow_similar/image_04982.jpg"",""utility"":9,""utility_image"":""/experiment/prop_bars/9.png"",""blinded"":""BNgEsca4w2e7tPEyp""},""yellow_2"":{""label"":""yellow_2"",""location"":""/experiment/yellow_similar/image_01753.jpg"",""utility"":6,""utility_image"":""/experiment/prop_bars/6.png"",""blinded"":""CvuWNByrnNe9BfBgK""},""yellow_4"":{""label"":""yellow_4"",""location"":""/experiment/yellow_similar/image_03709.jpg"",""utility"":11,""utility_image"":""/experiment/prop_bars/11.png"",""blinded"":""c5kxnbQPFNfBQHf7a""},""yellow_12"":{""label"":""yellow_12"",""location"":""/experiment/yellow_similar/image_06676.jpg"",""utility"":4,""utility_image"":""/experiment/prop_bars/4.png"",""blinded"":""BNgEsca4w2e7tPEyp""},""yellow_7"":{""label"":""yellow_7"",""location"":""/experiment/yellow_similar/image_04667.jpg"",""utility"":7,""utility_image"":""/experiment/prop_bars/7.png"",""blinded"":""CvuWNByrnNe9BfBgK""},""yellow_10"":{""label"":""yellow_10"",""location"":""/experiment/yellow_similar/image_06298.jpg"",""utility"":8,""utility_image"":""/experiment/prop_bars/8.png"",""blinded"":""c5kxnbQPFNfBQHf7a""}}",1,1,7,3,"{""text"":null,""playerId"":""CvuWNByrnNe9BfBgK"",""type"":""selectionAlert"",""time"":1629486843534},{""text"":null,""playerId"":""c5kxnbQPFNfBQHf7a"",""type"":""selectionAlert"",""time"":1629486848403},{""text"":null,""playerId"":""BNgEsca4w2e7tPEyp"",""type"":""selectionAlert"",""time"":1629486848976}",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yellow_7,5587,7,yellow_8,148,9,yellow_2,5014,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
jMSp6mF5a6hQFt7pu,8,"aDXX4copFXHdQdxLq,vpRTAEgGn6BhGhh4k",p2kTCcty5EB2qCePM,2021-08-20T19:12:47Z,"{""yellow_8"":{""label"":""yellow_8"",""location"":""/experiment/yellow_similar/image_04982.jpg"",""utility"":8,""utility_image"":""/experiment/prop_bars/8.png"",""blinded"":""BNgEsca4w2e7tPEyp""},""yellow_9"":{""label"":""yellow_9"",""location"":""/experiment/yellow_similar/image_05700.jpg"",""utility"":11,""utility_image"":""/experiment/prop_bars/11.png"",""blinded"":""CvuWNByrnNe9BfBgK""},""yellow_7"":{""label"":""yellow_7"",""location"":""/experiment/yellow_similar/image_04667.jpg"",""utility"":5,""utility_image"":""/experiment/prop_bars/5.png"",""blinded"":""c5kxnbQPFNfBQHf7a""},""yellow_3"":{""label"":""yellow_3"",""location"":""/experiment/yellow_similar/image_02295.jpg"",""utility"":7,""utility_image"":""/experiment/prop_bars/7.png"",""blinded"":""BNgEsca4w2e7tPEyp""},""yellow_12"":{""label"":""yellow_12"",""location"":""/experiment/yellow_similar/image_06676.jpg"",""utility"":2,""utility_image"":""/experiment/prop_bars/2.png"",""blinded"":""CvuWNByrnNe9BfBgK""},""yellow_6"":{""label"":""yellow_6"",""location"":""/experiment/yellow_similar/image_04425.jpg"",""utility"":1,""utility_image"":""/experiment/prop_bars/1.png"",""blinded"":""c5kxnbQPFNfBQHf7a""}}",2,1,8,3,"{""text"":null,""playerId"":""CvuWNByrnNe9BfBgK"",""type"":""selectionAlert"",""time"":1629486856398},{""text"":null,""playerId"":""c5kxnbQPFNfBQHf7a"",""type"":""selectionAlert"",""time"":1629486858389},{""text"":null,""playerId"":""BNgEsca4w2e7tPEyp"",""type"":""selectionAlert"",""time"":1629486860040}",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yellow_8,3643,2,yellow_8,4,2,yellow_9,1991,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
igPwG5u6wj29daBb9,9,"WBsJ4Gnr4eYPtXMc6,eWJsaApjjzWGmMkDp",p2kTCcty5EB2qCePM,2021-08-20T19:12:47Z,"{""yellow_10"":{""label"":""yellow_10"",""location"":""/experiment/yellow_similar/image_06298.jpg"",""utility"":7,""utility_image"":""/experiment/prop_bars/7.png"",""blinded"":""BNgEsca4w2e7tPEyp""},""yellow_5"":{""label"":""yellow_5"",""location"":""/experiment/yellow_similar/image_04078.jpg"",""utility"":2,""utility_image"":""/experiment/prop_bars/2.png"",""blinded"":""CvuWNByrnNe9BfBgK""},""yellow_1"":{""label"":""yellow_1"",""location"":""/experiment/yellow_similar/image_01220.jpg"",""utility"":9,""utility_image"":""/experiment/prop_bars/9.png"",""blinded"":""c5kxnbQPFNfBQHf7a""},""yellow_8"":{""label"":""yellow_8"",""location"":""/experiment/yellow_similar/image_04982.jpg"",""utility"":6,""utility_image"":""/experiment/prop_bars/6.png"",""blinded"":""BNgEsca4w2e7tPEyp""},""yellow_2"":{""label"":""yellow_2"",""location"":""/experiment/yellow_similar/image_01753.jpg"",""utility"":12,""utility_image"":""/experiment/prop_bars/12.png"",""blinded"":""CvuWNByrnNe9BfBgK""},""yellow_7"":{""label"":""yellow_7"",""location"":""/experiment/yellow_similar/image_04667.jpg"",""utility"":3,""utility_image"":""/experiment/prop_bars/3.png"",""blinded"":""c5kxnbQPFNfBQHf7a""}}",3,1,9,3,"{""text"":null,""playerId"":""CvuWNByrnNe9BfBgK"",""type"":""selectionAlert"",""time"":1629486867082},{""text"":null,""playerId"":""c5kxnbQPFNfBQHf7a"",""type"":""selectionAlert"",""time"":1629486870504},{""text"":null,""playerId"":""BNgEsca4w2e7tPEyp"",""type"":""selectionAlert"",""time"":1629486871570}",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yellow_2,4133,2,yellow_10,-353,7,yellow_2,3066,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
YXEiBtHvjh3nDdK94,10,"EtE4HF664jg33cM3e,Q4G7z3GMRgjYPftqA",p2kTCcty5EB2qCePM,2021-08-20T19:12:47Z,"{""yellow_7"":{""label"":""yellow_7"",""location"":""/experiment/yellow_similar/image_04667.jpg"",""utility"":11,""utility_image"":""/experiment/prop_bars/11.png"",""blinded"":""BNgEsca4w2e7tPEyp""},""yellow_11"":{""label"":""yellow_11"",""location"":""/experiment/yellow_similar/image_06354.jpg"",""utility"":4,""utility_image"":""/experiment/prop_bars/4.png"",""blinded"":""CvuWNByrnNe9BfBgK""},""yellow_12"":{""label"":""yellow_12"",""location"":""/experiment/yellow_similar/image_06676.jpg"",""utility"":8,""utility_image"":""/experiment/prop_bars/8.png"",""blinded"":""c5kxnbQPFNfBQHf7a""},""yellow_10"":{""label"":""yellow_10"",""location"":""/experiment/yellow_similar/image_06298.jpg"",""utility"":7,""utility_image"":""/experiment/prop_bars/7.png"",""blinded"":""BNgEsca4w2e7tPEyp""},""yellow_9"":{""label"":""yellow_9"",""location"":""/experiment/yellow_similar/image_05700.jpg"",""utility"":5,""utility_image"":""/experiment/prop_bars/5.png"",""blinded"":""CvuWNByrnNe9BfBgK""},""yellow_4"":{""label"":""yellow_4"",""location"":""/experiment/yellow_similar/image_03709.jpg"",""utility"":2,""utility_image"":""/experiment/prop_bars/2.png"",""blinded"":""c5kxnbQPFNfBQHf7a""}}",4,1,10,3,"{""text"":null,""playerId"":""CvuWNByrnNe9BfBgK"",""type"":""selectionAlert"",""time"":1629486879628},{""text"":null,""playerId"":""c5kxnbQPFNfBQHf7a"",""type"":""selectionAlert"",""time"":1629486881543},{""text"":null,""playerId"":""BNgEsca4w2e7tPEyp"",""type"":""selectionAlert"",""time"":1629486882074}",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yellow_7,2409,2,yellow_7,-35,2,yellow_7,1875,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
